URL,Lyrics,Title,Album Title
https://mojim.com/cny100012x77x5.htm,"
五月天(Mayday)






青空未来


作词：阿信
作曲：阿信
编曲：赖暐哲 Steven Lai、五月天 Mayday
｜如果你  如果我   如果回头看
｜会不会  还依然   像当初勇敢
｜让无悔的青空
｜有无垠未来
下雨了  雨停了  天晴了  又黑了
天空从不为谁而蔚蓝
时光从不为谁而等待
而你  只能为你自己存在
你迂回  你徘徊  你期待  你深爱
用尽一场青春的混乱
提炼一个渴望的答案
而你  是否依然敢疯敢爱
明天就会明白
｜如果你  如果我   如果回头看
｜会发现  我们像   贪玩的小孩
｜像未来  不再来   像是没有明天 的去爱
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
｜如果你  如果我   如果能重来
｜会不会  还依然   像当初勇敢
｜让无悔的青空
｜有无垠未来
谁来过  谁离开  谁和你  留下来
一生要有多少的辗转
才能走到幸福的彼岸
才能  活得此生无恨无憾
平凡却不平淡
｜如果你  如果我   如果回头看
｜会发现  我们像   贪玩的小孩
｜像未来  不再来   像是没有明天 的去爱
｜如果你  如果我   如果能重来
｜会不会  还依然   像当初勇敢
｜让无悔的青空
｜有无垠未来



",青空未来,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x77x6.htm,"
五月天(Mayday)






终结孤单


作词：阿信
作曲：阿信
编曲：张家诚 Chia-Cheng Chang、潘信维 Lil Pan、钱诚
约你你说不来  来了你又不High
大家开开心心出来玩  你只埋头吃饭
如果你的孤单  只是你的习惯
一直把你自己锁起来  实在太不应该
心情好  心情坏  怎么开始  怎么办
你有的不爽  让我来分担
Everything will be alright
Tomorrow will be fine
太阳依然灿烂  Hey  地球继续转
Everything will be alright
Tomorrow will be fine
有我的陪伴  你再也不孤单
卫冕者接受挑战  难免也会失败
人生虽然像一场比赛  还是要保持乐观
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
请你把头抬起来  帮你把勇气加满
有我这样完美的朋友High不High  当然很High
心情好  心情坏  怎么开始  怎么办
你有的不爽  让我来分担
Everything will be alright
Tomorrow will be fine
太阳依然灿烂  Hey  地球继续转
Everything will be alright
Tomorrow will be fine
有我的陪伴  你再也不孤单
心情好  心情坏  怎么开始  怎么办
你有的不爽  让我来分担
Everything will be alright
Tomorrow will be fine
太阳依然灿烂  Hey  地球继续转
Everything will be alright
Tomorrow will be fine
有我的陪伴  一起终结孤单



",终结孤单,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x77x7.htm,"
五月天(Mayday)






香水


作词：阿信
作曲：阿信、冠佑
编曲：赖暐哲 Steven Lai
十字军从　东方凯旋　献上最美　的诗篇
你的魔法　爱情的霸权　为你臣服　为你捍卫
为了彻底　描写你的美　壮烈牺牲　一万朵玫瑰
再用虔诚　细细的提炼　让爱情海　吻在你耳背
啦啦啦啦啦　你想要世界　啦啦啦啦啦　就给你世界
啦啦啦啦啦　让感性撒野　啦啦啦啦啦　让理智全灭
啦啦啦啦啦　你是　乱世最美的香水
对你深深崇拜　深深迷恋　深深的沉醉
深深爱上一种　香香的狂颠
对你深深崇拜　深深迷恋　深深的沉醉
深深爱上一种　奉献的哲学
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
献上快乐　献上伤悲　献上自我　献上世界
马蹄踏平了国界　野心磨破了披肩　动员了麻瓜魔戒寻找拼凑你的香味
樱桃和樱花缠绵　茉莉和没药拼贴　香颂和香榭调配也许再加一点眼泪
就算你没有答应　就算你没有拒绝　就算我从不打算全身而逃全身而退
就让我活到脱轨　就让我爱到脱线　就让我为爱而生一千世纪无间轮回
为你献上快乐伤悲　为你献上我的世界
对你深深崇拜　深深迷恋　深深的沉醉
深深爱上一种　香香的狂颠
对你深深崇拜　深深迷恋　深深的沉醉
深深爱上一种　奉献的哲学
献上快乐　献上伤悲　献上自我　献上世界



",香水,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x77x8.htm,"
五月天(Mayday)






温柔


作词：阿信
作曲：阿信
编曲：五月天 Mayday、卢钧右 Neon Lu
走在风中 今天阳光 突然好温柔
天的温柔 地的温柔 像你抱着我
然后发现 你的改变 孤单的今后
如果冷 该怎么渡过
天边风光 身边的我 都不在你眼中
你的眼中 藏着什么 我从来都不懂
没有关系 你的世界 就让你拥有
不打扰 是我的温柔
不知道 不明了 不想要 为什么 我的心
明明是想靠近 却孤单的黎明
不知道 不明了 不想要 为什么 我的心
那爱情的绮丽 总是在孤单里
再把我的最好的爱给你
不知不觉 不情不愿 又到巷子口
我没有哭 也没有笑 因为这是梦
没有预兆 没有理由 你真的有说过
如果有 就让你 自由
我给你自由 我给你自由
我给你自由 我给你自由
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
我给你全部全部 全部自由
这是我的温柔
这是我的温柔
还你你的自由
还你你的自由
不知道 不明了 不想要 为什么 我的心
明明是想靠近 却孤单的黎明
不知道 不明了 不想要 为什么 我的心
那爱情的绮丽 总是在孤单里
再把我的最好的爱给你
不知不觉 不情不愿 又到巷子口
我没有哭 也没有笑 因为这是梦
没有预兆 没有理由 你真的有说过
如果有 就让你 自由
这是我的温柔
这是我的温柔
这是我的温柔
这是我的 温柔
让你自由



",温柔,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x77x9.htm,"
五月天(Mayday)






因为你 所以我


作词：阿信
作曲：阿信
编曲：于京延 Agwen Yu、赖暐哲 Steven Lai
｜因为你 所以我   所以我  不退缩
｜再不愿 这一生中   有遗憾  不反驳
｜不再听 别人说   不在乎  谁能懂
｜只因  世界 再大 不过  你和我  用最小回忆  堆成宇宙
人群 烟火  香槟和气球
是你 带我  从派对逃走
逃离 人间  耳语和骚动
这里 只有  你我和星空
你是 何时  静静靠近我
你是 何时  偷偷拯救我
在我 掌心  放了  一颗糖果
人类 为何  都爱看天空
背上 却都  有一对伤口
生在 这个  凡人的星球
是否 不配  作天使的梦
你将 你的  翅膀给了我
带我 穿越  狼群和镜头
让我 能够  品尝  片刻自由
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
｜因为你 所以我   爱上那  片天空
｜天空下 我在祈求   那是你  牵着我
｜最深刻 的故事   最永恒  的传说
｜不过  是你  是我  能够  平凡生活
人生 只是  须臾的刹那
人间 只是  天地的夹缝
人们 何苦  要活成修罗
活在 执著  对错的牢笼
是你 帮我  停下了沙漏
是你 教我  别害怕闯祸
是你 让我  活得  与众不同
｜因为你 所以我   爱上那  片天空
｜天空下 我在祈求   那是你  牵着我
｜最深刻 的故事   最永恒  的传说
｜不过  是你  是我  能够  平凡生活
｜因为你 所以我   所以我  不退缩
｜再不愿 这一生中   有遗憾  不反驳
｜不再听 别人说   不在乎  谁能懂
｜只因  世界 再大 不过  你和我  用最小回忆  堆成宇宙



",因为你 所以我,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x77x10.htm,"
五月天(Mayday)






顽固


作词：阿信
作曲：阿信
编曲：张峡浩 Sean.Z、五月天 Mayday
我身在 当时你 幻想的 未来里
这个狂热和冲动 早已冷却的如今
你顽固 的神情 消失在 镜子里
只留下 时光消逝的痕迹
每颗心 的相信 每个人 的际遇
每个故事的自己 反复地问著自己
这些年 让步的 你是否 会叹息
有什么 是你永远不放弃？
一次一次你 吞下了泪滴 一次一次 拼回破碎自己
一天一天你 是否还相信 活在你心深处 那顽固自己
你追逐 你呼吸 你嚣张 的任性
鼻青脸肿的哭过 若无其事的忘记
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
如果你 能预知 这条路 的陷阱
我想你 依然错得很过瘾
走过的 叫足迹 走不到 叫憧憬
学会收拾起叛逆 学会隐藏了表情
卸下了 这面具 我想说 谢谢你
谢谢你 一路陪我到这里
一次一次你 吞下了泪滴 一次一次 拼回破碎自己
一天一天你 是否还相信 活在你心深处 那顽固的自己
一次一次你 吞下了泪滴 一次一次 拼回破碎自己
一天一天你 是否还相信 活在你心深处 那顽固的
你当时相信 的那些事情 会在如今 变成美丽风景
每当我迟疑 从不曾忘记 活在我心深处 那顽固的自己



",顽固,五月天 好好好想见到你 Mayday fly to 2022 线上特别版 LIVE
https://mojim.com/cny100012x71x1.htm,"
五月天






温柔 #MaydayBlue20th


TENDERNESS #MaydayBlue20th
feat. 孙燕姿
作词：阿信
作曲：阿信
编曲：赖暐哲、五月天
走在风中 今天阳光 突然好温柔
天的温柔 地的温柔 像你抱着我
然后发现 你的改变 孤单的今后
如果冷 该怎么度过
天边风光 身边的我 都不在你眼中
你的眼中 藏着什么 我从来都不懂
没有关系 你的世界 就让你拥有
不打扰 是我的温柔
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
不知道 不明了 不想要 为什么 我的心
明明是想靠近 却孤单到黎明
不知道 不明了 不想要 为什么 我的心
那爱情的绮丽 总是在孤单里
再把我的最好的爱给你
不知不觉 不情不愿 又到巷子口
我没有哭 也没有笑 因为这是梦
没有预兆 没有理由 你真的有说过
如果有 就让你自由
这是我的温柔 这是我的温柔
让你自由



",温柔 #MaydayBlue20th,温柔 #MaydayBlue20th
https://mojim.com/cny100012x69x2.htm,"
五月天






最好的一天(Life Live)


作词：阿信
作曲：石头
编曲：五月天 + 陈建骐
闭上眼  请你闭上眼
问自己  无数平凡  日子里面
选出  你生命中  最好的那一天
再问你  最糟的那天
或许也  留下什么  让你改变
后来  你转了念
贫瘠小行星  种一棵玫瑰
困在囚房里  听见音乐
你开起了演唱会
把相亲对象  组成球队
去夺下那世界杯
也许是那天！
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
最好的一天  最好的那一天
噢噢噢噢噢  噢噢噢噢噢噢
庞大或卑微  恒久或瞬间
人间的罣碍  都是相对
你怀念昨天  或期待明天
或是任何  还呼吸  还生存
的每个最好的今天
In my life, best day, any day, best day
噢噢噢噢噢  噢噢噢噢噢噢
噢噢噢噢噢  噢噢噢噢噢噢
噢噢噢噢噢  噢噢噢噢噢噢



",最好的一天,五月天 人生无限公司 Life Live 完整收录篇
https://mojim.com/cny100012x69x3.htm,"
五月天






入阵曲(Life Live)


作词：阿信
作曲：怪兽
编曲：五月天 + 黄少雍 + 徐平
当一座城墙 只为了阻挡 所有自由渴望
当一份信仰 再不能抵抗 遍地战乱饥荒
兰陵撩乱茫  天地离人忘
无畏孤冢葬  只怕苍生殇
夜未央  天未亮  我在幸存的沙场
只盼望  此生再  奔向思念的脸庞
泪未干  心未凉  是什么依然在滚烫
入阵曲  伴我无悔的狂妄
当一份真相 只手能隐藏 直到人们遗忘
写一页莽撞 我们的篇章 曾经如此辉煌
丹青千秋酿  一醉解愁肠
无悔少年枉  只愿壮志狂
夜未央  天未亮  我在幸存的沙场
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
只盼望  此生再  奔向思念的脸庞
泪未干  心未凉  是什么依然在滚烫
入阵曲  伴我无悔的狂妄
忘不记  原不谅  愤恨无疆
肃不清  除不尽  魑魅魍魉
幼无粮  民无房  谁在分赃
千年后  你我都  仍被豢养
夜未央  天未亮  我在幸存的沙场
只盼望  此生再  奔向思念的脸庞
泪未干  心未凉  是什么依然在滚烫
入阵曲  四面楚歌谁独唱
夜已央  天已亮  白昼隐没了星光
像我们  都终将  葬身历史的洪荒
当世人  都遗忘  我血液曾为谁滚烫
入阵曲  伴我无悔的狂妄
入阵去  只因恨铁不成钢



",入阵曲,五月天 人生无限公司 Life Live 完整收录篇
https://mojim.com/cny100012x69x4.htm,"
五月天






后来的我们(Life Live)


作词：阿信
作曲：怪兽
编曲：五月天 + 百田留衣
然后呢
他们说你的心  似乎痊愈了
也开始有个人  为你守护着
我该心安或是  心痛呢？
然后呢
其实我的日子  也还可以呢
除了回忆肆虐  的某些时刻
庆幸还有眼泪  冲淡苦涩
而那些昨日  依然缤纷著
它们都有我  细心收藏着
也许你还记得  也许你都忘了
也不是那么  重要了
只期待  后来的你  能快乐
那就是  后来的我  最想的
后来的我们  依然走着
只是不再并肩了
朝各自的人生  追寻了
亲爱的
回忆我们共同  走过的曲折
是那些带我们  来到了这一刻
让珍贵的人生  有失有得
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
用新的幸福  把遗憾包著
就这么朝着  未来前进了
有再多的不舍  也要狠心割舍
“别回头看我  亲爱的”
只期待  后来的你  能快乐
那就是  后来的我  最想的
后来的我们  依然走着
只是不再并肩了
朝各自的人生  追寻了
无论是  后来故事  怎么了
也要让  后来人生  精彩著
后来的我们  我期待着
泪水中能看到  你真的  幸福快乐
“在某处  另一个你  留下了”
“在那里  另一个我  微笑着”
另一个我们  还深爱着
代替我们永恒著
“如果能这么想  就够了”
无论是  后来故事  怎么了
也要让  后来人生  值得
后来的我们  我期待着
泪水中能看到  你真的  自由了



",后来的我们,五月天 人生无限公司 Life Live 完整收录篇
